INSERT INTO mob_spells__spell_mobs
    (mob_spells, spell_mobs)
VALUES
(31, 10199),
(31, 10198),
(34, 10203),
(34, 10202),
(36, 1709),
(36, 2000),
(37, 2005),
(39, 210),
(40, 2002),
(41, 3180),
(41, 2001),
(42, 997),
(43, 1999),
(44, 2003),
(44, 2004),
(45, 209),
(46, 10200),
(46, 10201),
(47, 482),
(47, 5536),
(47, 5526),
(47, 585),
(47, 5525),
(48, 5322),
(48, 10216),
(52, 8697),
(52, 8698),
(53, 224),
(53, 208),
(53, 205),
(54, 5854),
(55, 664),
(55, 321),
(56, 321),
(56, 322),
(56, 8225),
(57, 267),
(57, 321),
(57, 217),
(57, 241),
(58, 664),
(58, 218),
(58, 217),
(59, 8700),
(59, 8701),
(61, 8699),
(61, 325),
(62, 213),
(62, 3458),
(63, 10244),
(63, 221),
(63, 10243),
(64, 3786),
(64, 3784),
(65, 3825),
(65, 3784),
(68, 324),
(68, 3784),
(72, 3783),
(72, 327),
(74, 312),
(74, 8221),
(74, 8278),
(75, 262),
(75, 261),
(76, 216),
(76, 229),
(76, 263),
(78, 10214),
(78, 10215),
(79, 8705),
(79, 4257),
(81, 346),
(81, 347),
(81, 8688),
(82, 262),
(82, 261),
(83, 346),
(83, 8688),
(83, 347),
(84, 346),
(84, 347),
(84, 8688),
(85, 217),
(85, 322),
(85, 225),
(86, 267),
(86, 226),
(86, 217),
(87, 216),
(87, 229),
(87, 263),
(88, 216),
(88, 229),
(88, 263),
(89, 216),
(89, 229),
(89, 263),
(90, 262),
(90, 261),
(91, 264),
(91, 229),
(91, 223),
(91, 241),
(93, 264),
(93, 223),
(93, 229),
(93, 241),
(94, 264),
(94, 223),
(94, 229),
(94, 241),
(95, 223),
(95, 229),
(95, 241),
(95, 264),
(96, 3785),
(96, 3784),
(97, 329),
(97, 328),
(97, 331),
(97, 330),
(98, 10270),
(98, 10271),
(99, 332),
(99, 334),
(99, 333),
(99, 3784),
(101, 8703),
(101, 202),
(102, 254),
(102, 8663),
(102, 8664),
(103, 10228),
(103, 203),
(104, 10230),
(104, 10229),
(106, 216),
(106, 235),
(106, 206),
(107, 8191),
(107, 8193),
(107, 8195),
(107, 8256),
(108, 243),
(108, 204),
(110, 309),
(110, 5854),
(110, 8275),
(111, 7081),
(111, 7082),
(111, 7083),
(112, 730),
(112, 615),
(113, 244),
(113, 228),
(113, 229),
(113, 206),
(114, 1510),
(115, 5581),
(116, 2006),
(117, 284),
(117, 587),
(118, 234),
(118, 8162),
(118, 8161),
(118, 242),
(119, 3283),
(119, 204),
(119, 227),
(120, 201),
(121, 246),
(121, 245),
(121, 3440),
(123, 7126),
(123, 7127),
(123, 312),
(124, 236),
(124, 222),
(126, 247),
(127, 248),
(127, 7078),
(127, 236),
(134, 259),
(134, 249),
(147, 10225),
(147, 252),
(147, 2927),
(148, 253),
(148, 8704),
(149, 250),
(149, 259),
(150, 255),
(150, 654),
(152, 997),
(152, 1511),
(153, 222),
(153, 256),
(154, 7179),
(154, 7079),
(154, 258),
(155, 239),
(155, 238),
(156, 236),
(156, 222),
(157, 213),
(157, 214),
(157, 260),
(158, 265),
(158, 261),
(159, 3378),
(159, 10226),
(160, 2029),
(160, 2030),
(160, 2032),
(160, 2031),
(160, 2038),
(160, 2037),
(160, 2039),
(160, 2033),
(160, 2036),
(160, 3352),
(160, 2034),
(161, 2052),
(161, 2047),
(161, 2041),
(161, 2040),
(161, 2044),
(161, 2043),
(161, 2042),
(161, 2048),
(161, 7214),
(161, 2046),
(161, 2050),
(162, 3714),
(162, 2060),
(162, 3715),
(162, 2055),
(162, 2058),
(162, 2056),
(162, 2057),
(162, 2063),
(162, 2061),
(162, 2053),
(162, 3354),
(163, 2070),
(163, 2067),
(163, 2069),
(163, 2065),
(163, 3718),
(163, 2170),
(163, 2068),
(163, 2066),
(163, 2071),
(163, 3717),
(163, 2064),
(164, 2075),
(164, 2074),
(164, 5675),
(164, 2077),
(164, 3192),
(164, 3193),
(164, 2078),
(164, 2079),
(164, 2073),
(164, 2082),
(164, 2081),
(165, 2086),
(165, 2168),
(165, 2169),
(165, 2016),
(165, 2088),
(165, 2087),
(165, 2083),
(165, 3353),
(165, 2085),
(166, 2089),
(166, 2091),
(166, 2096),
(166, 2090),
(166, 6686),
(166, 2101),
(166, 2098),
(166, 2094),
(166, 2093),
(166, 2097),
(166, 2100),
(166, 2095),
(167, 2103),
(167, 2106),
(167, 2104),
(167, 2105),
(167, 2110),
(167, 2102),
(167, 2111),
(167, 2107),
(167, 2109),
(167, 2108),
(168, 2121),
(168, 2123),
(168, 2114),
(168, 2124),
(168, 2112),
(168, 2122),
(168, 2119),
(168, 2118),
(168, 2125),
(168, 2117),
(168, 2113),
(168, 2116),
(168, 2120),
(168, 2115),
(169, 5676),
(169, 2864),
(169, 2127),
(169, 2129),
(169, 2133),
(169, 2130),
(169, 2132),
(169, 2135),
(169, 2143),
(169, 2131),
(169, 2128),
(169, 2137),
(169, 2134),
(169, 2141),
(170, 262),
(170, 261),
(171, 3402),
(171, 3403),
(173, 240),
(173, 466),
(173, 231),
(173, 5526),
(177, 8163),
(177, 271),
(178, 3458),
(178, 272),
(179, 340),
(179, 339),
(180, 338),
(180, 3781),
(180, 3780),
(180, 337),
(181, 335),
(181, 336),
(182, 3839),
(182, 341),
(194, 345),
(194, 311),
(194, 349),
(194, 343),
(198, 345),
(198, 349),
(198, 343),
(198, 311),
(200, 273),
(200, 269),
(207, 3315),
(207, 3314),
(207, 271),
(208, 276),
(209, 277),
(209, 275),
(211, 6101),
(211, 6102),
(212, 6093),
(212, 6094),
(212, 6095),
(213, 6098),
(213, 6097),
(213, 6096),
(214, 6083),
(214, 6081),
(215, 6074),
(215, 6075),
(216, 6077),
(216, 6076),
(217, 6080),
(217, 6079),
(218, 290),
(218, 6151),
(220, 6138),
(220, 6140),
(220, 6139),
(221, 6129),
(221, 6131),
(221, 6132),
(222, 6136),
(222, 6135),
(222, 6137),
(223, 6133),
(223, 6134),
(225, 920),
(225, 300),
(225, 299),
(225, 301),
(225, 298),
(226, 4341),
(226, 6141),
(226, 293),
(228, 6058),
(228, 6059),
(229, 6072),
(229, 6073),
(230, 6104),
(230, 6119),
(231, 6066),
(231, 6067),
(232, 306),
(232, 8653),
(232, 8654),
(233, 308),
(233, 3442),
(233, 307),
(235, 346),
(235, 347),
(235, 8688),
(236, 626),
(236, 4195),
(238, 310),
(239, 479),
(239, 477),
(240, 345),
(240, 311),
(240, 349),
(240, 343),
(241, 345),
(241, 343),
(241, 311),
(241, 349),
(242, 348),
(242, 344),
(243, 348),
(243, 344),
(244, 344),
(244, 348),
(245, 348),
(245, 344),
(246, 2666),
(248, 313),
(248, 314),
(249, 320),
(249, 319),
(250, 315),
(252, 2979),
(252, 2978),
(253, 485),
(253, 3374),
(253, 463),
(253, 586),
(253, 5525),
(254, 5634),
(254, 3375),
(254, 5635),
(254, 5526),
(255, 10217),
(255, 10218),
(256, 3372),
(256, 5531),
(257, 977),
(257, 483),
(257, 1021),
(257, 484),
(257, 976),
(258, 318),
(258, 467),
(258, 261),
(259, 3312),
(259, 3313),
(259, 5530),
(259, 5529),
(260, 480),
(261, 288),
(261, 229),
(261, 327),
(262, 268),
(263, 309),
(263, 216),
(263, 3316),
(263, 222),
(264, 589),
(264, 590),
(265, 317),
(266, 317),
(267, 317),
(268, 317),
(269, 8691),
(269, 8692),
(269, 8688),
(270, 8688),
(270, 8692),
(270, 8691),
(271, 8691),
(271, 8692),
(271, 8688),
(272, 8691),
(272, 8692),
(272, 8688),
(273, 473),
(273, 476),
(273, 475),
(273, 472),
(273, 471),
(274, 473),
(274, 471),
(274, 476),
(274, 475),
(274, 472),
(275, 473),
(275, 476),
(275, 472),
(275, 471),
(275, 475),
(276, 473),
(276, 471),
(276, 476),
(276, 475),
(276, 472),
(277, 473),
(277, 474),
(278, 473),
(278, 474),
(279, 473),
(279, 474),
(280, 473),
(280, 474),
(281, 624),
(281, 6963),
(281, 3368),
(285, 495),
(286, 5738),
(286, 5748),
(287, 7114),
(287, 634),
(287, 7115),
(288, 650),
(288, 4813),
(288, 6948),
(289, 630),
(289, 628),
(289, 627),
(289, 629),
(290, 8621),
(290, 647),
(290, 8620),
(291, 468),
(291, 3772),
(291, 469),
(292, 8623),
(292, 8622),
(292, 651),
(293, 470),
(293, 235),
(293, 206),
(294, 6951),
(294, 6953),
(294, 6952),
(296, 649),
(296, 648),
(297, 7133),
(297, 7134),
(297, 3391),
(298, 635),
(298, 636),
(298, 637),
(299, 639),
(299, 8626),
(299, 638),
(300, 3370),
(300, 3369),
(301, 641),
(301, 2028),
(301, 640),
(314, 5738),
(314, 5750),
(314, 5748),
(343, 7130),
(343, 7132),
(343, 7131),
(344, 631),
(344, 7129),
(344, 7128),
(365, 625),
(365, 624),
(365, 3368),
(366, 5751),
(366, 5752),
(366, 5753),
(369, 5754),
(369, 5748),
(370, 5754),
(370, 5750),
(370, 5748),
(371, 7136),
(371, 7178),
(371, 643),
(372, 649),
(372, 648),
(374, 4270),
(374, 4269),
(374, 4268),
(375, 4263),
(375, 4262),
(375, 4264),
(376, 5781),
(376, 5782),
(377, 4272),
(377, 4273),
(377, 4275),
(378, 8616),
(378, 3323),
(378, 3324),
(379, 3321),
(379, 3322),
(379, 3320),
(380, 3325),
(380, 3336),
(380, 3334),
(382, 3399),
(382, 625),
(382, 642),
(382, 3279),
(384, 8306),
(384, 8415),
